,,0,1
"(39.4528628, -80.1427774)","(39.00871, -87.7523336)",7 hours 46 mins,500.625
"(39.4536891, -108.0529619)","(39.4667025, -87.4139119)",17 hours 31 mins,1213.75
"(39.458684, -98.108282)","(25.7753549, -100.1131366)",16 hours 12 mins,1073.75
"(39.458684, -98.108282)","(29.4246002, -98.4951405)",11 hours 13 mins,776.875
"(39.458684, -98.108282)","(29.7028266, -98.1257348)",10 hours 44 mins,745.625
"(39.458684, -98.108282)","(38.6268039, -90.1994097)",6 hours 59 mins,473.125
"(39.458684, -98.108282)","(38.8402805, -97.6114237)",1 hour 3 mins,65.0
"(39.458684, -98.108282)","(38.8906038, -90.1842764)",7 hours 5 mins,478.75
"(39.458684, -98.108282)","(39.7221906, -86.0894158)",10 hours 32 mins,713.125
"(39.4667025, -87.4139119)","(29.7589382, -95.3676974)",14 hours 7 mins,945.625
"(39.4667025, -87.4139119)","(37.0114608, -95.9352584)",8 hours 11 mins,538.125
"(39.4667025, -87.4139119)","(37.40088, -79.18449239)",9 hours 51 mins,616.875
"(39.4667025, -87.4139119)","(38.8428256, -86.9913959)",1 hour 26 mins,66.875
"(39.4667025, -87.4139119)","(39.0018885, -87.6308588)",57 mins,47.625
"(39.4667025, -87.4139119)","(39.4652344, -87.513414)",12 mins,6.4375
"(39.4667025, -87.4139119)","(39.4667025, -87.4139119)",1 min,0.625
"(39.4667025, -87.4139119)","(39.8211225, -105.220743)",14 hours 47 mins,1030.625
"(39.4667025, -87.4139119)","(42.6829765, -89.0226793)",4 hours 34 mins,302.5
"(39.4667025, -87.4139119)","(42.702266, -114.2867043)",1 day 0 hours,1661.875
"(39.4667025, -87.4139119)","(46.877229, -96.789821)",12 hours 16 mins,839.375
"(39.471671, -100.743482)","(25.4306326, -101.1233233)",18 hours 18 mins,1084.375
"(39.471671, -100.743482)","(25.7753549, -100.1131366)",17 hours 20 mins,1077.5
"(39.471671, -100.743482)","(27.0273407, -80.4820908)",1 day 1 hour,1738.125
"(39.471671, -100.743482)","(27.9477595, -82.458444)",23 hours 18 mins,1633.125
"(39.471671, -100.743482)","(29.7335616, -95.2302123)",12 hours 58 mins,899.375
"(39.471671, -100.743482)","(33.4500497, -112.2593093)",14 hours 57 mins,988.75
"(39.471671, -100.743482)","(34.0536909, -118.2427666)",18 hours 32 mins,1277.5
"(39.471671, -100.743482)","(34.5425325, -86.90905581)",14 hours 59 mins,1046.25
"(39.471671, -100.743482)","(35.0456297, -85.3096801)",15 hours 14 mins,1058.75
"(39.471671, -100.743482)","(35.2270869, -80.8431268)",19 hours 35 mins,1336.25
"(39.471671, -100.743482)","(35.5829914, -78.3554751)",21 hours 27 mins,1473.125
"(39.471671, -100.743482)","(35.5848596, -80.8100724)",19 hours 32 mins,1341.25
"(39.471671, -100.743482)","(37.9147352, -89.897802)",9 hours 55 mins,683.125
"(39.471671, -100.743482)","(37.9396795, -87.8952993)",11 hours 12 mins,775.0
"(39.471671, -100.743482)","(38.4733823, -77.9961275)",20 hours 51 mins,1418.125
"(39.471671, -100.743482)","(38.6268039, -90.1994097)",8 hours 56 mins,620.0
"(39.471671, -100.743482)","(38.8906038, -90.1842764)",9 hours 2 mins,625.0
"(39.471671, -100.743482)","(39.100105, -94.5781416)",5 hours 20 mins,371.875
"(39.471671, -100.743482)","(39.1134562, -94.626497)",5 hours 17 mins,369.375
"(39.471671, -100.743482)","(39.7221906, -86.0894158)",12 hours 28 mins,859.375
"(39.471671, -100.743482)","(40.6355985, -82.2334461)",16 hours 16 mins,1109.375
"(39.471671, -100.743482)","(41.1220987, -75.3646997)",21 hours 58 mins,1491.875
"(39.471671, -100.743482)","(42.6511674, -73.754968)",23 hours 38 mins,1604.375
"(39.471671, -100.743482)","(42.8867166, -78.8783922)",19 hours 31 mins,1318.125
"(39.471671, -100.743482)","(44.4521637, -64.3551639)",1 day 12 hours,2458.125
"(39.4733951, -83.717701)","(35.2951421, -79.7453164)",7 hours 5 mins,452.5
"(39.4750931, -79.0569743)","(43.3177776, -88.378857)",11 hours 8 mins,701.25
"(39.4760957, -79.0689523)","(39.7683331, -86.1583502)",7 hours 2 mins,451.875
"(39.4816537, -106.0383518)","(39.3394436, -101.889344)",4 hours 8 mins,267.5
"(39.4985041, -98.3086214)","(19.6685386, -99.2012893)",1 day 2 hours,1622.5
"(39.4985041, -98.3086214)","(20.5488221, -100.7506043)",1 day 0 hours,1542.5
"(39.4985041, -98.3086214)","(25.5229739, -103.442126)",19 hours 53 mins,1290.0
"(39.4985041, -98.3086214)","(25.7753549, -100.1131366)",16 hours 25 mins,1085.625
"(39.4985041, -98.3086214)","(27.8002542, -97.3955744)",13 hours 16 mins,926.875
"(39.4985041, -98.3086214)","(27.9477595, -82.458444)",21 hours 34 mins,1498.125
"(39.4985041, -98.3086214)","(29.299328, -94.7945882)",11 hours 55 mins,817.5
"(39.4985041, -98.3086214)","(29.7335616, -95.2302123)",11 hours 15 mins,775.625
"(39.4985041, -98.3086214)","(29.7589382, -95.3676974)",11 hours 5 mins,766.875
"(39.4985041, -98.3086214)","(29.9060388, -90.1422962)",15 hours 3 mins,1031.875
"(39.4985041, -98.3086214)","(34.5425325, -86.90905581)",13 hours 15 mins,911.875
"(39.4985041, -98.3086214)","(35.0456297, -85.3096801)",13 hours 30 mins,924.375
"(39.4985041, -98.3086214)","(35.2270869, -80.8431268)",17 hours 51 mins,1201.875
"(39.4985041, -98.3086214)","(37.9396795, -87.8952993)",9 hours 27 mins,640.625
"(39.4985041, -98.3086214)","(38.6268039, -90.1994097)",7 hours 12 mins,485.625
"(39.4985041, -98.3086214)","(38.9194442, -97.371137)",1 hour 24 mins,89.375
"(39.4985041, -98.3086214)","(39.100105, -94.5781416)",3 hours 35 mins,237.5
"(39.4985041, -98.3086214)","(39.7221906, -86.0894158)",10 hours 44 mins,725.0
"(39.4985041, -98.3086214)","(39.962398, -76.727392)",19 hours 8 mins,1284.375
"(39.4985041, -98.3086214)","(40.2398118, -76.9199742)",18 hours 47 mins,1263.125
"(39.4985041, -98.3086214)","(41.1220987, -75.3646997)",20 hours 16 mins,1375.0
"(39.4985041, -98.3086214)","(41.1383435, -73.8900013)",21 hours 53 mins,1474.375
"(39.4985041, -98.3086214)","(41.7583536, -75.7531275)",20 hours 45 mins,1403.125
"(39.4985041, -98.3086214)","(41.8755616, -87.6244212)",10 hours 25 mins,701.25
"(39.4985041, -98.3086214)","(42.5612021, -71.5897897)",1 day 1 hour,1664.375
"(39.4985041, -98.3086214)","(42.8867166, -78.8783922)",18 hours 7 mins,1221.25
"(39.4985041, -98.3086214)","(44.4521637, -64.3551639)",1 day 11 hours,2361.25
"(39.503235, -98.542957)","(20.507222, -98.503889)",1 day 3 hours,1540.0
"(39.503235, -98.542957)","(25.6044179, -99.9498408)",16 hours 55 mins,1116.25
"(39.503235, -98.542957)","(25.7753549, -100.1131366)",16 hours 39 mins,1099.375
"(39.503235, -98.542957)","(27.0273407, -80.4820908)",23 hours 27 mins,1617.5
"(39.503235, -98.542957)","(27.4846619, -109.9337782)",23 hours 28 mins,1493.75
"(39.503235, -98.542957)","(27.8002542, -97.3955744)",13 hours 30 mins,940.625
"(39.503235, -98.542957)","(27.8524011, -101.1183777)",15 hours 21 mins,986.875
"(39.503235, -98.542957)","(29.4246002, -98.4951405)",11 hours 39 mins,802.5
"(39.503235, -98.542957)","(29.7028266, -98.1257348)",11 hours 11 mins,771.25
"(39.503235, -98.542957)","(29.7335616, -95.2302123)",11 hours 29 mins,789.375
"(39.503235, -98.542957)","(29.7589382, -95.3676974)",11 hours 19 mins,780.625
"(39.503235, -98.542957)","(30.0860459, -94.1018461)",12 hours 22 mins,831.25
"(39.503235, -98.542957)","(31.1054616, -96.3841328)",9 hours 56 mins,680.0
"(39.503235, -98.542957)","(31.5850881, -95.8497596)",9 hours 37 mins,656.875
"(39.503235, -98.542957)","(32.9109186, -111.7736386)",17 hours 15 mins,1131.25
"(39.503235, -98.542957)","(33.34883, -112.49123)",17 hours 14 mins,1127.5
"(39.503235, -98.542957)","(35.2270869, -80.8431268)",18 hours 5 mins,1215.625
"(39.503235, -98.542957)","(37.200693, -79.9986485)",17 hours 47 mins,1193.125
"(39.503235, -98.542957)","(37.9396795, -87.8952993)",9 hours 41 mins,654.375
"(39.503235, -98.542957)","(38.4733823, -77.9961275)",19 hours 20 mins,1297.5
"(39.503235, -98.542957)","(38.6268039, -90.1994097)",7 hours 25 mins,499.375
"(39.503235, -98.542957)","(38.9194442, -97.371137)",1 hour 38 mins,103.125
"(39.503235, -98.542957)","(39.100105, -94.5781416)",3 hours 49 mins,251.25
"(39.503235, -98.542957)","(39.2991591, -102.8690977)",3 hours 47 mins,244.375
"(39.503235, -98.542957)","(39.503235, -98.542957)",1 min,0.625
"(39.503235, -98.542957)","(41.7583536, -75.7531275)",20 hours 59 mins,1416.875
"(39.503235, -98.542957)","(42.5612021, -71.5897897)",1 day 1 hour,1675.625
"(39.503235, -98.542957)","(42.6511674, -73.754968)",22 hours 21 mins,1518.75
"(39.51251, -98.433672)","(27.0273407, -80.4820908)",23 hours 19 mins,1611.25
"(39.51251, -98.433672)","(33.4500497, -112.2593093)",16 hours 59 mins,1113.75
"(39.51251, -98.433672)","(35.5848596, -80.8100724)",17 hours 54 mins,1214.375
"(39.51251, -98.433672)","(39.3386105, -101.815453)",3 hours 4 mins,192.5
"(39.5137752, -121.556359)","(43.3997196, -88.5326008)",1 day 6 hours,2083.125
"(39.5162234, -76.9382069)","(35.131547, -79.4294789)",6 hours 14 mins,403.75
"(39.5162234, -76.9382069)","(35.2273656, -80.5006219)",7 hours 6 mins,463.125
"(39.5162234, -76.9382069)","(43.0349931, -87.922497)",12 hours 7 mins,783.75
"(39.5162234, -76.9382069)","(43.074761, -89.3837613)",12 hours 58 mins,847.5
"(39.540837, -100.567644)","(27.0273407, -80.4820908)",1 day 1 hour,1735.625
"(39.540837, -100.567644)","(33.0545709, -84.1557496)",17 hours 48 mins,1231.25
"(39.540837, -100.567644)","(34.0536909, -118.2427666)",18 hours 40 mins,1287.5
"(39.540837, -100.567644)","(34.5425325, -86.90905581)",14 hours 57 mins,1043.75
"(39.540837, -100.567644)","(35.0456297, -85.3096801)",15 hours 19 mins,1056.25
"(39.540837, -100.567644)","(35.2270869, -80.8431268)",19 hours 33 mins,1333.75
"(39.540837, -100.567644)","(35.5848596, -80.8100724)",19 hours 30 mins,1338.75
"(39.540837, -100.567644)","(37.9396795, -87.8952993)",11 hours 9 mins,772.5
"(39.540837, -100.567644)","(38.4733823, -77.9961275)",20 hours 48 mins,1415.625
"(39.540837, -100.567644)","(38.6268039, -90.1994097)",8 hours 54 mins,617.5
"(39.540837, -100.567644)","(38.8906038, -90.1842764)",8 hours 59 mins,622.5
"(39.540837, -100.567644)","(39.100105, -94.5781416)",5 hours 17 mins,369.375
"(39.540837, -100.567644)","(39.1134562, -94.626497)",5 hours 14 mins,366.875
"(39.540837, -100.567644)","(39.503235, -98.542957)",1 hour 59 mins,120.625
"(39.540837, -100.567644)","(40.2398118, -76.9199742)",20 hours 29 mins,1395.0
"(39.540837, -100.567644)","(41.2230048, -111.9738429)",11 hours 18 mins,759.375
"(39.540837, -100.567644)","(41.7583536, -75.7531275)",22 hours 17 mins,1508.75
"(39.540837, -100.567644)","(49.583333, -99.45)",13 hours 7 mins,803.125
"(39.5436162, -97.9530997)","(32.482361, -96.9944489)",7 hours 51 mins,539.375
"(39.571543, -97.661141)","(27.0273407, -80.4820908)",22 hours 50 mins,1580.625
"(39.571543, -97.661141)","(29.4246002, -98.4951405)",11 hours 2 mins,765.625
"(39.571543, -97.661141)","(35.0456297, -85.3096801)",13 hours 6 mins,900.625
"(39.571543, -97.661141)","(35.199458, -111.6514259)",15 hours 16 mins,1011.25
"(39.571543, -97.661141)","(35.5829914, -78.3554751)",19 hours 19 mins,1315.0
"(39.571543, -97.661141)","(38.4733823, -77.9961275)",18 hours 43 mins,1260.625
"(39.571543, -97.661141)","(39.2648545, -103.6931237)",5 hours 22 mins,342.5
"(39.571543, -97.661141)","(39.571543, -97.661141)",1 min,0.625
"(39.571543, -97.661141)","(39.7221906, -86.0894158)",10 hours 21 mins,701.875
"(39.571543, -97.661141)","(41.1220987, -75.3646997)",19 hours 49 mins,1354.375
"(39.59945, -97.861154)","(39.3386105, -101.815453)",3 hours 45 mins,233.125
"(39.608756, -85.4469755)","(35.2951421, -79.7453164)",9 hours 0 mins,580.0
"(39.6151077, -87.7558364)","(35.2951421, -79.7453164)",10 hours 54 mins,710.625
"(39.6241709, -100.4223636)","(27.0273407, -80.4820908)",1 day 1 hour,1734.375
"(39.6241709, -100.4223636)","(29.4246002, -98.4951405)",12 hours 27 mins,792.5
"(39.6241709, -100.4223636)","(33.0545709, -84.1557496)",17 hours 47 mins,1230.0
"(39.6241709, -100.4223636)","(35.0456297, -85.3096801)",15 hours 10 mins,1055.0
"(39.6241709, -100.4223636)","(37.9396795, -87.8952993)",11 hours 8 mins,771.25
"(39.6241709, -100.4223636)","(38.4733823, -77.9961275)",20 hours 47 mins,1414.375
"(39.6241709, -100.4223636)","(38.6268039, -90.1994097)",8 hours 52 mins,616.25
"(39.6241709, -100.4223636)","(38.8906038, -90.1842764)",8 hours 58 mins,621.25
"(39.6241709, -100.4223636)","(39.100105, -94.5781416)",5 hours 16 mins,368.125
"(39.6241709, -100.4223636)","(39.7221906, -86.0894158)",12 hours 25 mins,855.625
"(39.6241709, -100.4223636)","(41.1220987, -75.3646997)",21 hours 39 mins,1471.25
"(39.6241709, -100.4223636)","(41.156998, -83.4168702)",15 hours 26 mins,1039.375
"(39.6241709, -100.4223636)","(41.2230048, -111.9738429)",11 hours 24 mins,765.0
"(39.6241709, -100.4223636)","(49.583333, -99.45)",13 hours 12 mins,808.75
"(39.6243317, -85.3382724)","(35.2951421, -79.7453164)",8 hours 57 mins,573.125
"(39.659058, -86.11569736)","(35.2951421, -79.7453164)",9 hours 23 mins,609.375
"(39.6732065, -85.6989709)","(35.2951421, -79.7453164)",9 hours 9 mins,588.125
"(39.679449, -100.293472)","(25.4306326, -101.1233233)",18 hours 30 mins,1103.125
"(39.679449, -100.293472)","(25.7753549, -100.1131366)",17 hours 32 mins,1096.25
"(39.679449, -100.293472)","(27.0273407, -80.4820908)",1 day 1 hour,1742.5
"(39.679449, -100.293472)","(27.8524011, -101.1183777)",14 hours 44 mins,899.375
"(39.679449, -100.293472)","(27.9477595, -82.458444)",23 hours 21 mins,1637.5
"(39.679449, -100.293472)","(29.7589382, -95.3676974)",12 hours 51 mins,895.625
"(39.679449, -100.293472)","(35.0456297, -85.3096801)",15 hours 17 mins,1063.125
"(39.679449, -100.293472)","(35.5829914, -78.3554751)",21 hours 30 mins,1477.5
"(39.679449, -100.293472)","(35.5848596, -80.8100724)",19 hours 36 mins,1345.625
"(39.679449, -100.293472)","(37.9396795, -87.8952993)",11 hours 15 mins,779.375
"(39.679449, -100.293472)","(38.6268039, -90.1994097)",8 hours 59 mins,624.375
"(39.679449, -100.293472)","(38.8906038, -90.1842764)",9 hours 5 mins,629.375
"(39.679449, -100.293472)","(39.100105, -94.5781416)",5 hours 23 mins,376.25
"(39.679449, -100.293472)","(39.1134562, -94.626497)",5 hours 20 mins,373.75
"(39.679449, -100.293472)","(39.7221906, -86.0894158)",12 hours 32 mins,813.75
"(39.679449, -100.293472)","(42.8867166, -78.8783922)",19 hours 4 mins,1288.75
"(39.679449, -100.293472)","(44.4521637, -64.3551639)",1 day 12 hours,2428.75
"(39.7102336, -111.8363216)","(33.227345, -88.2664225)",1 day 2 hours,1756.875
"(39.7221906, -86.0894158)","(39.2860997, -103.2754955)",14 hours 5 mins,981.875
"(39.7221906, -86.0894158)","(39.3330542, -102.0379596)",13 hours 7 mins,914.375
"(39.7221906, -86.0894158)","(39.3351558, -98.7933509)",11 hours 8 mins,756.875
"(39.7221906, -86.0894158)","(39.471671, -100.743482)",12 hours 30 mins,859.375
"(39.7221906, -86.0894158)","(39.571543, -97.661141)",10 hours 23 mins,681.875
"(39.7408775, -75.5937549)","(39.7683331, -86.1583502)",10 hours 0 mins,625.625
"(39.7481317, -80.8514832)","(35.4020838, -79.7842049)",6 hours 43 mins,415.625
"(39.7481317, -80.8514832)","(39.00871, -87.7523336)",6 hours 57 mins,451.25
"(39.7481317, -80.8514832)","(39.4667025, -87.4139119)",6 hours 11 mins,407.5
"(39.7481317, -80.8514832)","(43.0123487, -89.2897646)",9 hours 57 mins,657.5
"(39.7481317, -80.8514832)","(47.920575, -104.0310439)",23 hours 11 mins,1578.75
"(39.7501139, -75.4996414)","(39.7683331, -86.1583502)",9 hours 59 mins,640.0
"(39.756121, -99.323985)","(29.4246002, -98.4951405)",12 hours 31 mins,856.25
"(39.756121, -99.323985)","(33.5386858, -112.1859941)",16 hours 19 mins,1072.5
"(39.756121, -99.323985)","(37.60975745, -109.4823125)",11 hours 38 mins,749.375
"(39.756121, -99.323985)","(38.4087993, -121.3716178)",21 hours 18 mins,1467.5
"(39.756121, -99.323985)","(38.8402805, -97.6114237)",2 hours 21 mins,144.375
"(39.756121, -99.323985)","(38.9194442, -97.371137)",2 hours 29 mins,156.875
"(39.756121, -99.323985)","(39.100105, -94.5781416)",4 hours 41 mins,305.0
"(39.756121, -99.323985)","(39.2648545, -103.6931237)",3 hours 52 mins,252.5
"(39.756121, -99.323985)","(39.4142186, -77.4109269)",19 hours 37 mins,1278.125
"(39.756121, -99.323985)","(39.571543, -97.661141)",1 hour 44 mins,107.5
"(39.756121, -99.323985)","(39.7392364, -104.9848623)",5 hours 6 mins,318.125
"(39.756121, -99.323985)","(39.756121, -99.323985)",1 min,0.625
"(39.756121, -99.323985)","(39.783235, -97.894926)",1 hour 17 mins,78.125
"(39.756121, -99.323985)","(40.7060136, -112.0293031)",11 hours 53 mins,811.875
"(39.756121, -99.323985)","(40.924271, -98.338685)",2 hours 3 mins,126.25
"(39.756121, -99.323985)","(41.8755616, -87.6244212)",10 hours 45 mins,728.125
"(39.756121, -99.323985)","(43.4935245, -112.0400919)",13 hours 22 mins,881.25
"(39.756121, -99.323985)","(44.2022414, -76.9276688)",20 hours 4 mins,1369.375
"(39.756121, -99.323985)","(45.773279, -111.184535)",13 hours 42 mins,961.875
"(39.756121, -99.323985)","(46.592712, -112.036109)",15 hours 7 mins,1050.0
"(39.756121, -99.323985)","(46.8700801, -113.9952796)",16 hours 29 mins,1155.0
"(39.756121, -99.323985)","(48.2022563, -114.3167117)",18 hours 26 mins,1261.875
"(39.7589478, -84.1916069)","(36.2055669, -120.1253516)",1 day 10 hours,2307.5
"(39.7628415, -88.2170516)","(35.6385545, -99.0001085)",10 hours 56 mins,750.625
"(39.7650117, -98.9195242)","(27.0273407, -80.4820908)",1 day 0 hours,1656.25
"(39.7650117, -98.9195242)","(27.8524011, -101.1183777)",15 hours 38 mins,928.125
"(39.7650117, -98.9195242)","(35.2270869, -80.8431268)",18 hours 41 mins,1254.375
"(39.7650117, -98.9195242)","(35.5829914, -78.3554751)",20 hours 33 mins,1391.25
"(39.7650117, -98.9195242)","(37.9396795, -87.8952993)",10 hours 17 mins,693.125
"(39.7650117, -98.9195242)","(38.8906038, -90.1842764)",8 hours 7 mins,543.125
"(39.7650117, -98.9195242)","(39.100105, -94.5781416)",4 hours 25 mins,290.0
"(39.7650117, -98.9195242)","(39.7221906, -86.0894158)",11 hours 14 mins,733.125
"(39.7652881, -99.2128695)","(29.4246002, -98.4951405)",12 hours 28 mins,851.25
"(39.7652881, -99.2128695)","(29.7028266, -98.1257348)",11 hours 59 mins,820.0
"(39.7652881, -99.2128695)","(33.0545709, -84.1557496)",17 hours 9 mins,1161.875
"(39.7652881, -99.2128695)","(35.2270869, -80.8431268)",18 hours 53 mins,1264.375
"(39.7652881, -99.2128695)","(37.9396795, -87.8952993)",10 hours 30 mins,703.125
"(39.7652881, -99.2128695)","(38.6268039, -90.1994097)",8 hours 14 mins,548.125
"(39.7652881, -99.2128695)","(39.100105, -94.5781416)",4 hours 38 mins,300.0
"(39.7673357, -75.4146374)","(39.4667025, -87.4139119)",11 hours 7 mins,738.125
"(39.7683331, -86.1583502)","(26.0651125, -97.2083524)",20 hours 48 mins,1392.5
"(39.7683331, -86.1583502)","(28.01806015, -82.11848199)",14 hours 26 mins,1006.875
"(39.7683331, -86.1583502)","(28.0394654, -81.9498042)",14 hours 32 mins,986.875
"(39.7683331, -86.1583502)","(29.8988258, -93.9287815)",15 hours 3 mins,1030.625
"(39.7683331, -86.1583502)","(30.0016096, -90.4403578)",12 hours 25 mins,849.375
"(39.7683331, -86.1583502)","(30.2300936, -91.07613)",12 hours 36 mins,866.875
"(39.7683331, -86.1583502)","(30.417461, -81.5992609)",12 hours 52 mins,891.875
"(39.7683331, -86.1583502)","(30.6943566, -88.0430541)",10 hours 33 mins,738.75
"(39.7683331, -86.1583502)","(31.9729271, -87.5224982)",9 hours 6 mins,610.625
"(39.7683331, -86.1583502)","(37.5385087, -77.43428)",9 hours 39 mins,631.25
"(39.7683331, -86.1583502)","(38.2542376, -85.759407)",1 hour 49 mins,115.0
"(39.7683331, -86.1583502)","(39.0269903, -86.9375068)",1 hour 34 mins,80.625
"(39.7683331, -86.1583502)","(39.2850771, -81.1553901)",4 hours 54 mins,313.75
"(39.7683331, -86.1583502)","(39.7589478, -84.1916069)",1 hour 52 mins,116.875
"(39.7683331, -86.1583502)","(39.7683331, -86.1583502)",1 min,0.625
"(39.7683331, -86.1583502)","(39.8770122, -82.0893074)",3 hours 38 mins,232.5
"(39.7683331, -86.1583502)","(40.0767776, -74.9487791)",9 hours 58 mins,657.5
"(39.7683331, -86.1583502)","(41.5051613, -81.6934446)",4 hours 51 mins,318.75
"(39.7683331, -86.1583502)","(41.7019787, -87.625881)",2 hours 48 mins,173.125
"(39.7683331, -86.1583502)","(41.8755616, -87.6244212)",2 hours 58 mins,183.75
"(39.7683331, -86.1583502)","(43.0349931, -87.922497)",4 hours 21 mins,281.875
"(39.7683331, -86.1583502)","(43.8424502, -88.8372972)",5 hours 39 mins,363.75
"(39.7683331, -86.1583502)","(44.6484629, -63.630982)",1 day 0 hours,1611.875
"(39.7683331, -86.1583502)","(44.6629339, -63.632489)",1 day 0 hours,1611.25
"(39.7683331, -86.1583502)","(45.5202471, -122.6741949)",1 day 9 hours,2276.25
"(39.7683331, -86.1583502)","(49.2578749, -123.2639962)",1 day 11 hours,2401.25
"(39.7683331, -86.1583502)","(49.8658211, -97.0845044)",15 hours 42 mins,1058.125
"(39.7683331, -86.1583502)","(52.1397424, -106.9276274)",22 hours 56 mins,1516.25
"(39.7683331, -86.1583502)","(53.3054406, -113.5795749)",1 day 4 hours,1848.75
"(39.7683331, -86.1583502)","(53.9128645, -122.7453699)",1 day 11 hours,2288.75
"(39.7683331, -86.1583502)","(54.2365451, -130.3008921)",1 day 19 hours,2732.5
"(39.7686055, -94.8466322)","(34.6381255, -99.3339754)",7 hours 35 mins,508.125
"(39.779179, -98.785075)","(25.7753549, -100.1131366)",17 hours 7 mins,1130.625
"(39.779179, -98.785075)","(29.4246002, -98.4951405)",12 hours 8 mins,833.75
"(39.779179, -98.785075)","(32.7201356, -95.0260515)",9 hours 55 mins,652.5
"(39.779179, -98.785075)","(38.6268039, -90.1994097)",7 hours 57 mins,530.625
"(39.779179, -98.785075)","(38.8906038, -90.1842764)",8 hours 0 mins,535.625
"(39.779179, -98.785075)","(39.100105, -94.5781416)",4 hours 18 mins,282.5
"(39.779179, -98.785075)","(39.7221906, -86.0894158)",11 hours 6 mins,725.625
"(39.783235, -97.894926)","(29.4246002, -98.4951405)",11 hours 29 mins,792.5
"(39.783235, -97.894926)","(33.0545709, -84.1557496)",16 hours 7 mins,1083.125
"(39.783235, -97.894926)","(35.0456297, -85.3096801)",13 hours 30 mins,908.125
"(39.783235, -97.894926)","(36.101349, -83.392891)",14 hours 47 mins,991.875
"(39.783235, -97.894926)","(37.9396795, -87.8952993)",9 hours 28 mins,624.375
"(39.783235, -97.894926)","(38.6268039, -90.1994097)",7 hours 12 mins,469.375
"(39.783235, -97.894926)","(39.100105, -94.5781416)",3 hours 34 mins,219.375
"(39.783235, -97.894926)","(39.783235, -97.894926)",1 min,0.625
"(39.787035, -98.210537)","(29.4246002, -98.4951405)",11 hours 41 mins,804.375
"(39.787035, -98.210537)","(32.7201356, -95.0260515)",9 hours 29 mins,623.125
"(39.787035, -98.210537)","(37.9396795, -87.8952993)",9 hours 43 mins,640.625
"(39.787035, -98.210537)","(38.8906038, -90.1842764)",7 hours 33 mins,491.25
"(39.787035, -98.210537)","(39.100105, -94.5781416)",3 hours 50 mins,235.625
"(39.787035, -98.210537)","(41.1220987, -75.3646997)",20 hours 4 mins,1368.125
"(39.7944702, -99.9100033)","(31.296792, -105.8477451)",13 hours 3 mins,822.5
"(39.7944702, -99.9100033)","(41.6739639, -76.8338473)",20 hours 40 mins,1390.625
"(39.7944702, -99.9100033)","(42.2713945, -89.093966)",10 hours 20 mins,700.0
"(39.7944702, -99.9100033)","(43.7508284, -87.71453)",12 hours 23 mins,842.5
"(39.7948749, -93.5532779)","(43.5324809, -90.0026259)",7 hours 0 mins,417.5
"(39.7983453, -98.6761812)","(27.8524011, -101.1183777)",15 hours 44 mins,1013.125
"(39.7983453, -98.6761812)","(27.9477595, -82.458444)",22 hours 10 mins,1538.125
"(39.7983453, -98.6761812)","(29.4246002, -98.4951405)",12 hours 2 mins,828.75
"(39.7983453, -98.6761812)","(32.7201356, -95.0260515)",9 hours 49 mins,647.5
"(39.7983453, -98.6761812)","(33.0545709, -84.1557496)",16 hours 43 mins,1139.375
"(39.7983453, -98.6761812)","(35.0456297, -85.3096801)",14 hours 6 mins,963.75
"(39.7983453, -98.6761812)","(35.5829914, -78.3554751)",20 hours 19 mins,1378.125
"(39.7983453, -98.6761812)","(35.5848596, -80.8100724)",18 hours 25 mins,1246.25
"(39.7983453, -98.6761812)","(37.200693, -79.9986485)",18 hours 10 mins,1219.375
"(39.7983453, -98.6761812)","(38.4733823, -77.9961275)",19 hours 43 mins,1323.75
"(39.7983453, -98.6761812)","(38.6268039, -90.1994097)",7 hours 48 mins,525.0
"(39.7983453, -98.6761812)","(38.8906038, -90.1842764)",7 hours 54 mins,530.625
"(39.7983453, -98.6761812)","(41.1220987, -75.3646997)",20 hours 28 mins,1393.75
"(39.809734, -98.55562)","(25.5852171, -103.5622673)",20 hours 43 mins,1342.5
"(39.809734, -98.55562)","(27.0273407, -80.4820908)",23 hours 46 mins,1638.75
"(39.809734, -98.55562)","(27.8524011, -101.1183777)",15 hours 40 mins,1008.125
"(39.809734, -98.55562)","(27.9477595, -82.458444)",22 hours 7 mins,1533.125
"(39.809734, -98.55562)","(29.4246002, -98.4951405)",11 hours 58 mins,823.75
"(39.809734, -98.55562)","(35.0456297, -85.3096801)",14 hours 3 mins,958.75
"(39.809734, -98.55562)","(37.200693, -79.9986485)",18 hours 6 mins,1213.75
"(39.809734, -98.55562)","(38.4733823, -77.9961275)",19 hours 40 mins,1318.125
"(39.809734, -98.55562)","(38.8906038, -90.1842764)",7 hours 50 mins,525.0
"(39.809734, -98.55562)","(39.100105, -94.5781416)",4 hours 8 mins,272.5
"(39.809734, -98.55562)","(39.7221906, -86.0894158)",10 hours 57 mins,715.625
"(39.809734, -98.55562)","(42.6511674, -73.754968)",22 hours 5 mins,1495.625
"(39.8109086, -104.9371934)","(39.0286093, -96.8313978)",6 hours 41 mins,475.625
"(39.8194467, -75.4186608)","(35.4020838, -79.7842049)",7 hours 15 mins,484.375
"(39.8194467, -75.4186608)","(39.4667025, -87.4139119)",11 hours 1 min,732.5
"(39.8194467, -75.4186608)","(39.7683331, -86.1583502)",9 hours 54 mins,655.625
