,,0,1
"(38.6736049, -95.7367738)","(34.3835721, -98.9354765)",5 hours 58 mins,406.25
"(38.6762061, -90.2057196)","(43.1753733, -89.7960089)",5 hours 48 mins,388.125
"(38.6762061, -90.2057196)","(43.5324809, -90.0026259)",6 hours 11 mins,420.625
"(38.7014389, -90.1487199)","(39.783235, -97.894926)",7 hours 18 mins,471.875
"(38.7014389, -90.1487199)","(43.5324809, -90.0026259)",6 hours 10 mins,414.375
"(38.7047788, -90.2175025)","(39.2991591, -102.8690977)",10 hours 12 mins,718.75
"(38.7340694, -88.4910693)","(39.783235, -97.894926)",8 hours 56 mins,575.625
"(38.7375625, -85.0582835)","(43.0123487, -89.2897646)",7 hours 14 mins,448.75
"(38.7477661, -105.1499801)","(27.0273407, -80.4820908)",1 day 5 hours,1990.625
"(38.7477661, -105.1499801)","(27.9477595, -82.458444)",1 day 4 hours,1885.0
"(38.7477661, -105.1499801)","(33.0545709, -84.1557496)",22 hours 3 mins,1485.625
"(38.7477661, -105.1499801)","(33.9952013, -118.2275771)",15 hours 59 mins,1060.625
"(38.7477661, -105.1499801)","(34.0536909, -118.2427666)",15 hours 55 mins,1058.125
"(38.7477661, -105.1499801)","(34.5425325, -86.90905581)",19 hours 11 mins,1298.125
"(38.7477661, -105.1499801)","(35.0456297, -85.3096801)",19 hours 26 mins,1310.625
"(38.7477661, -105.1499801)","(35.2270869, -80.8431268)",23 hours 47 mins,1588.75
"(38.7477661, -105.1499801)","(35.5829914, -78.3554751)",1 day 2 hours,1725.0
"(38.7477661, -105.1499801)","(35.5848596, -80.8100724)",23 hours 44 mins,1593.125
"(38.7477661, -105.1499801)","(35.6056311, -119.2177557)",16 hours 26 mins,1094.375
"(38.7477661, -105.1499801)","(36.3466619, -119.4204921)",17 hours 15 mins,1148.75
"(38.7477661, -105.1499801)","(36.7295295, -119.7088613)",17 hours 44 mins,1180.625
"(38.7477661, -105.1499801)","(37.9396795, -87.8952993)",15 hours 24 mins,1026.875
"(38.7477661, -105.1499801)","(38.6268039, -90.1994097)",13 hours 8 mins,871.875
"(38.7477661, -105.1499801)","(38.8906038, -90.1842764)",13 hours 14 mins,876.875
"(38.7477661, -105.1499801)","(39.100105, -94.5781416)",9 hours 32 mins,623.75
"(38.7477661, -105.1499801)","(39.1134562, -94.626497)",9 hours 29 mins,621.875
"(38.7477661, -105.1499801)","(39.503235, -98.542957)",6 hours 44 mins,406.875
"(38.7477661, -105.1499801)","(39.7221906, -86.0894158)",16 hours 41 mins,1111.25
"(38.7477661, -105.1499801)","(40.5861322, -98.3898883)",7 hours 33 mins,457.5
"(38.7477661, -105.1499801)","(40.7670126, -111.8904308)",9 hours 7 mins,563.75
"(38.7477661, -105.1499801)","(40.8584328, -74.1637553)",1 day 3 hours,1835.0
"(38.7477661, -105.1499801)","(44.4521637, -64.3551639)",1 day 17 hours,2782.5
"(38.811063, -89.9017112)","(39.350833, -101.7101722)",9 hours 42 mins,676.875
"(38.811063, -89.9017112)","(39.783235, -97.894926)",7 hours 30 mins,488.125
"(38.8398935, -83.5051704)","(35.2951421, -79.7453164)",6 hours 53 mins,425.0
"(38.8402805, -97.6114237)","(36.2055669, -120.1253516)",22 hours 44 mins,1566.875
"(38.8402805, -97.6114237)","(38.8402805, -97.6114237)",1 min,0.625
"(38.8428256, -86.9913959)","(33.355692, -93.297084)",9 hours 33 mins,647.5
"(38.8428256, -86.9913959)","(37.2167175, -89.5245336)",3 hours 50 mins,244.375
"(38.8711562, -87.4414083)","(38.0906065, -87.2758933)",1 hour 17 mins,75.625
"(38.8711562, -87.4414083)","(38.4919935, -87.2786244)",42 mins,34.9375
"(38.8906038, -90.1842764)","(38.8402805, -97.6114237)",6 hours 16 mins,428.75
"(38.8911588, -86.9038938)","(34.2562806, -78.0447143)",12 hours 9 mins,766.25
"(38.917252, -97.21377)","(30.3321838, -81.655651)",18 hours 40 mins,1302.5
"(38.917252, -97.21377)","(39.350833, -101.7101722)",3 hours 42 mins,260.625
"(38.9194442, -97.371137)","(38.9194442, -97.371137)",1 min,0.625
"(39.0018885, -87.6308588)","(30.4459596, -91.18738)",11 hours 12 mins,755.0
"(39.0018885, -87.6308588)","(31.3465627, -89.2600605)",9 hours 49 mins,651.25
"(39.0018885, -87.6308588)","(32.1303438, -81.2032958)",10 hours 56 mins,722.5
"(39.0018885, -87.6308588)","(32.579028, -90.1495312)",8 hours 26 mins,561.25
"(39.0018885, -87.6308588)","(32.8406946, -83.6324022)",8 hours 38 mins,560.0
"(39.0018885, -87.6308588)","(33.4709714, -81.9748429)",9 hours 33 mins,624.375
"(39.0018885, -87.6308588)","(33.5162315, -90.1795281)",7 hours 41 mins,498.75
"(39.0018885, -87.6308588)","(33.6882155, -86.50140448)",6 hours 53 mins,428.75
"(39.0018885, -87.6308588)","(33.8981579, -84.2832564)",7 hours 27 mins,476.875
"(39.0018885, -87.6308588)","(34.9498007, -81.9320157)",9 hours 2 mins,588.125
"(39.0018885, -87.6308588)","(35.0697955, -85.1927326)",5 hours 55 mins,372.5
"(39.0018885, -87.6308588)","(35.1490215, -90.0516285)",5 hours 44 mins,371.25
"(39.0018885, -87.6308588)","(35.9603948, -83.9210261)",6 hours 18 mins,414.375
"(39.0018885, -87.6308588)","(37.0853292, -89.1625731)",3 hours 23 mins,205.625
"(39.0018885, -87.6308588)","(38.6244952, -90.1509429)",2 hours 44 mins,153.125
"(39.0018885, -87.6308588)","(41.509832, -87.739267)",3 hours 31 mins,218.75
"(39.0018885, -87.6308588)","(41.5263603, -88.0840212)",3 hours 48 mins,225.625
"(39.0018885, -87.6308588)","(41.534507, -87.4255305)",3 hours 37 mins,197.5
"(39.0018885, -87.6308588)","(41.6833813, -86.2500066)",4 hours 19 mins,259.375
"(39.0018885, -87.6308588)","(42.7876022, -86.1090828)",5 hours 17 mins,326.25
"(39.0018885, -87.6308588)","(43.7748763, -88.4458033)",6 hours 15 mins,400.0
"(39.0018885, -87.6308588)","(44.1858193, -88.462609)",6 hours 41 mins,433.125
"(39.0018885, -87.6308588)","(44.6039207, -75.7016829)",12 hours 55 mins,850.625
"(39.0018885, -87.6308588)","(44.65592325, -75.58816678)",13 hours 3 mins,858.125
"(39.0018885, -87.6308588)","(44.7520736, -79.3331786)",10 hours 59 mins,720.0
"(39.0018885, -87.6308588)","(48.6114425, -93.3967615)",13 hours 7 mins,848.125
"(39.0018885, -87.6308588)","(49.671608, -96.6539319)",16 hours 11 mins,1031.25
"(39.0018885, -87.6308588)","(49.6980743, -123.1558612)",1 day 12 hours,2393.125
"(39.0018885, -87.6308588)","(49.8511143, -99.9608924)",17 hours 50 mins,1186.25
"(39.0018885, -87.6308588)","(49.972422, -98.289185)",16 hours 44 mins,1122.5
"(39.0018885, -87.6308588)","(50.44876, -104.61731)",20 hours 54 mins,1370.0
"(39.0018885, -87.6308588)","(50.6912237, -121.9398265)",1 day 12 hours,2321.875
"(39.0018885, -87.6308588)","(51.153509, -100.04425)",19 hours 3 mins,1267.5
"(39.0018885, -87.6308588)","(51.4663738, -108.5391119)",1 day 0 hours,1585.625
"(39.0018885, -87.6308588)","(51.4687094, -109.1581355)",1 day 1 hour,1612.5
"(39.0018885, -87.6308588)","(51.6361187, -102.4307941)",20 hours 52 mins,1381.875
"(39.0018885, -87.6308588)","(51.6749485, -105.4642839)",22 hours 28 mins,1478.75
"(39.0018885, -87.6308588)","(51.9667188, -101.5617688)",20 hours 47 mins,1378.75
"(39.0018885, -87.6308588)","(52.320232, -106.575623)",23 hours 27 mins,1543.75
"(39.0018885, -87.6308588)","(52.6939247, -110.1438376)",1 day 2 hours,1708.125
"(39.0018885, -87.6308588)","(52.8565978, -102.3968073)",22 hours 20 mins,1469.375
"(39.0018885, -87.6308588)","(53.3072051, -120.2004652)",1 day 10 hours,2187.5
"(39.0018885, -87.6308588)","(53.535411, -113.507996)",1 day 4 hours,1857.5
"(39.0018885, -87.6308588)","(53.7621438, -113.0826729)",1 day 4 hours,1843.125
"(39.0018885, -87.6308588)","(53.9128645, -122.7453699)",1 day 12 hours,2314.375
"(39.0018885, -87.6308588)","(54.0707752, -122.3682348)",1 day 12 hours,2317.5
"(39.0018885, -87.6308588)","(54.2700377, -113.8513211)",1 day 5 hours,1915.0
"(39.0018885, -87.6308588)","(54.6776758, -122.5996477)",1 day 13 hours,2377.5
"(39.0018885, -87.6308588)","(55.1709919, -118.7948882)",1 day 9 hours,2140.0
"(39.0018885, -87.6308588)","(58.516667, -117.133333)",1 day 11 hours,2301.25
"(39.0019867, -87.9089205)","(28.1743275, -81.49322346)",14 hours 13 mins,946.25
"(39.0019867, -87.9089205)","(28.464018, -82.2037682)",13 hours 31 mins,905.0
"(39.0019867, -87.9089205)","(30.0804845, -90.6243112)",10 hours 58 mins,740.625
"(39.0019867, -87.9089205)","(30.2949457, -82.98402)",11 hours 33 mins,758.125
"(39.0019867, -87.9089205)","(30.6943566, -88.0430541)",10 hours 18 mins,686.875
"(39.0019867, -87.9089205)","(31.5938031, -83.0143147)",10 hours 39 mins,686.875
"(39.0019867, -87.9089205)","(32.2698631, -86.3746921)",8 hours 7 mins,526.875
"(39.0019867, -87.9089205)","(33.4359416, -86.1058048)",7 hours 37 mins,480.0
"(39.0019867, -87.9089205)","(33.5870558, -84.5424299)",7 hours 54 mins,496.875
"(39.0019867, -87.9089205)","(33.9919085, -83.7184368)",8 hours 20 mins,521.25
"(39.0019867, -87.9089205)","(34.0637227, -83.1254261)",8 hours 58 mins,560.0
"(39.0019867, -87.9089205)","(34.3673815, -86.88871132)",5 hours 51 mins,366.875
"(39.0019867, -87.9089205)","(34.3698142, -84.7116017)",7 hours 2 mins,436.875
"(39.0019867, -87.9089205)","(34.5425325, -86.90905581)",5 hours 43 mins,355.625
"(39.0019867, -87.9089205)","(35.0456297, -85.3096801)",5 hours 58 mins,368.125
"(39.0019867, -87.9089205)","(37.0297748, -89.322962)",3 hours 29 mins,208.125
"(39.0019867, -87.9089205)","(39.0018885, -87.6308588)",23 mins,16.125
"(39.00871, -87.7523336)","(27.891415, -81.9136941)",14 hours 27 mins,975.0
"(39.00871, -87.7523336)","(27.8987983, -81.6043122)",14 hours 27 mins,966.25
"(39.00871, -87.7523336)","(28.6816139, -96.5668611)",15 hours 56 mins,1043.125
"(39.00871, -87.7523336)","(29.604122, -95.4171624)",14 hours 16 mins,933.125
"(39.00871, -87.7523336)","(29.6705445, -95.4138809)",14 hours 11 mins,928.75
"(39.00871, -87.7523336)","(29.6910625, -95.2091006)",14 hours 14 mins,931.875
"(39.00871, -87.7523336)","(29.7355047, -94.9774274)",14 hours 16 mins,936.875
"(39.00871, -87.7523336)","(29.8477222, -94.890758)",14 hours 9 mins,916.25
"(39.00871, -87.7523336)","(29.8988258, -93.9287815)",13 hours 52 mins,931.875
"(39.00871, -87.7523336)","(29.9427892, -89.9629372)",11 hours 27 mins,770.0
"(39.00871, -87.7523336)","(29.9499323, -90.0701156)",11 hours 20 mins,763.75
"(39.00871, -87.7523336)","(30.0474239, -90.6898128)",11 hours 12 mins,758.125
"(39.00871, -87.7523336)","(30.1896756, -82.6392899)",11 hours 37 mins,775.0
"(39.00871, -87.7523336)","(30.2300936, -91.07613)",11 hours 24 mins,768.125
"(39.00871, -87.7523336)","(30.3449741, -82.2451253)",12 hours 1 min,802.5
"(39.00871, -87.7523336)","(30.4459596, -91.18738)",11 hours 7 mins,751.875
"(39.00871, -87.7523336)","(30.4827254, -91.2278958)",11 hours 11 mins,755.625
"(39.00871, -87.7523336)","(31.3465627, -89.2600605)",9 hours 59 mins,661.25
"(39.00871, -87.7523336)","(31.3776726, -89.2664495)",9 hours 54 mins,658.125
"(39.00871, -87.7523336)","(32.0673855, -94.9674399)",11 hours 36 mins,758.125
"(39.00871, -87.7523336)","(32.0809263, -81.0911768)",11 hours 7 mins,735.625
"(39.00871, -87.7523336)","(33.0343383, -80.0345301)",11 hours 51 mins,765.625
"(39.00871, -87.7523336)","(33.4709714, -81.9748429)",9 hours 43 mins,635.0
"(39.00871, -87.7523336)","(34.1362075, -118.0401497)",1 day 5 hours,1970.0
"(39.00871, -87.7523336)","(34.6275827, -85.5816319)",6 hours 17 mins,391.25
"(39.00871, -87.7523336)","(35.285466, -76.647473)",13 hours 33 mins,871.875
"(39.00871, -87.7523336)","(35.6678204, -101.3973876)",13 hours 19 mins,883.75
"(39.00871, -87.7523336)","(36.3967623, -97.8791341)",9 hours 59 mins,660.0
"(39.00871, -87.7523336)","(37.0853292, -89.1625731)",3 hours 18 mins,202.5
"(39.00871, -87.7523336)","(37.6739325, -87.5466747)",2 hours 8 mins,111.25
"(39.00871, -87.7523336)","(38.3567493, -82.5929364)",5 hours 36 mins,352.5
"(39.00871, -87.7523336)","(38.4048042, -82.6004369)",5 hours 33 mins,350.0
"(39.00871, -87.7523336)","(39.8194467, -75.4186608)",11 hours 48 mins,771.875
"(39.00871, -87.7523336)","(40.071032, -75.3346873)",11 hours 24 mins,750.0
"(39.00871, -87.7523336)","(40.5653823, -74.2604236)",12 hours 35 mins,828.75
"(39.00871, -87.7523336)","(40.742551, -84.1052256)",4 hours 36 mins,291.875
"(39.00871, -87.7523336)","(40.7887609, -76.5585175)",10 hours 56 mins,716.25
"(39.00871, -87.7523336)","(40.7989522, -81.3784445)",6 hours 29 mins,420.625
"(39.00871, -87.7523336)","(41.5263603, -88.0840212)",3 hours 44 mins,220.0
"(39.00871, -87.7523336)","(41.6786754, -83.5127283)",5 hours 29 mins,347.5
"(39.00871, -87.7523336)","(42.8885911, -82.4533014)",7 hours 32 mins,476.25
"(39.00871, -87.7523336)","(42.992595, -82.380981)",7 hours 19 mins,470.0
"(39.00871, -87.7523336)","(43.0349931, -87.922497)",5 hours 13 mins,332.5
"(39.00871, -87.7523336)","(43.074761, -89.3837613)",5 hours 36 mins,356.25
"(39.00871, -87.7523336)","(43.3177776, -88.378857)",5 hours 48 mins,366.25
"(39.00871, -87.7523336)","(44.5126379, -88.0125794)",6 hours 54 mins,446.25
"(39.00871, -87.7523336)","(46.31316395, -73.38079209)",16 hours 5 mins,1046.25
"(39.00871, -87.7523336)","(46.3244314, -72.6672825)",16 hours 2 mins,1055.0
"(39.00871, -87.7523336)","(48.5473444, -71.8360291)",19 hours 37 mins,1260.625
"(39.00871, -87.7523336)","(53.535411, -113.507996)",1 day 4 hours,1851.875
"(39.0269903, -86.9375068)","(33.355692, -93.297084)",9 hours 44 mins,662.5
"(39.0269903, -86.9375068)","(33.662329, -93.6594913)",9 hours 21 mins,645.0
"(39.0269903, -86.9375068)","(37.2167175, -89.5245336)",4 hours 2 mins,258.75
"(39.0269903, -86.9375068)","(39.7392364, -104.9848623)",15 hours 36 mins,1058.125
"(39.0272205, -76.5211657)","(42.6829765, -89.0226793)",12 hours 43 mins,837.5
"(39.0306272, -82.8243382)","(35.2951421, -79.7453164)",6 hours 7 mins,391.25
"(39.049011, -95.677556)","(39.4985041, -98.3086214)",2 hours 41 mins,165.0
"(39.0564308, -87.5675234)","(38.8711562, -87.4414083)",27 mins,21.5625
"(39.0564308, -87.5675234)","(40.8678171, -86.8789044)",2 hours 55 mins,160.0
"(39.0564308, -87.5675234)","(44.7063323, -78.0555902)",11 hours 44 mins,754.375
"(39.069451, -100.232355)","(39.458684, -98.108282)",2 hours 24 mins,160.625
"(39.0796648, -76.7819196)","(39.7683331, -86.1583502)",9 hours 5 mins,584.375
"(39.0845051, -94.64141301)","(38.8402805, -97.6114237)",2 hours 30 mins,172.5
"(39.100105, -94.5781416)","(32.5178284, -87.8368201)",11 hours 28 mins,714.375
"(39.100105, -94.5781416)","(36.2055669, -120.1253516)",1 day 1 hour,1738.125
"(39.100105, -94.5781416)","(38.8402805, -97.6114237)",2 hours 35 mins,176.875
"(39.100105, -94.5781416)","(39.2930463, -103.0671582)",6 hours 47 mins,483.75
"(39.100105, -94.5781416)","(39.571543, -97.661141)",3 hours 14 mins,214.375
"(39.100105, -94.5781416)","(39.783235, -97.894926)",3 hours 34 mins,221.25
"(39.1090458, -94.767624)","(43.0962919, -89.5119565)",7 hours 27 mins,495.0
"(39.1134562, -94.626497)","(36.7295295, -119.7088613)",1 day 1 hour,1748.125
"(39.1134562, -94.626497)","(38.8402805, -97.6114237)",2 hours 31 mins,173.75
"(39.1134562, -94.626497)","(39.3394436, -101.889344)",5 hours 50 mins,416.875
"(39.1134562, -94.626497)","(39.350833, -101.7101722)",5 hours 44 mins,408.125
"(39.1134562, -94.626497)","(39.571543, -97.661141)",3 hours 10 mins,211.875
"(39.1134562, -94.626497)","(39.756121, -99.323985)",4 hours 39 mins,293.75
"(39.1134562, -94.626497)","(39.783235, -97.894926)",3 hours 33 mins,217.5
"(39.1134562, -94.626497)","(39.809734, -98.55562)",4 hours 6 mins,260.0
"(39.1234171, -94.8888642)","(39.756121, -99.323985)",4 hours 29 mins,281.875
"(39.1670396, -86.5342881)","(39.0564308, -87.5675234)",1 hour 32 mins,66.875
"(39.1697626, -91.8829484)","(35.2951421, -79.7453164)",13 hours 35 mins,916.875
"(39.1852184, -78.1652404)","(35.2334772, -80.4270094)",5 hours 54 mins,388.75
"(39.2070698, -123.1867583)","(42.6829765, -89.0226793)",1 day 8 hours,2144.375
"(39.2070698, -123.1867583)","(43.1919373, -89.4556749)",1 day 8 hours,2124.375
"(39.2070698, -123.1867583)","(43.5324809, -90.0026259)",1 day 8 hours,2126.875
"(39.2070698, -123.1867583)","(43.7291617, -87.8106439)",1 day 9 hours,2258.125
"(39.2070698, -123.1867583)","(43.7486054, -87.977038)",1 day 9 hours,2225.625
"(39.2164908, -84.40081253)","(39.00871, -87.7523336)",3 hours 43 mins,231.875
"(39.247144, -94.5812492)","(33.9842768, -88.488099)",9 hours 35 mins,599.375
"(39.2597876, -84.25928627)","(35.4020838, -79.7842049)",7 hours 40 mins,493.75
"(39.2597876, -84.25928627)","(39.00871, -87.7523336)",3 hours 51 mins,241.25
"(39.2597876, -84.25928627)","(43.0123487, -89.2897646)",6 hours 58 mins,455.625
"(39.2648545, -103.6931237)","(39.2648545, -103.6931237)",1 min,0.625
"(39.2648545, -103.6931237)","(39.350833, -101.7101722)",1 hour 38 mins,109.375
"(39.2648545, -103.6931237)","(39.571543, -97.661141)",5 hours 20 mins,341.25
"(39.2699565, -81.5506916)","(43.5324809, -90.0026259)",10 hours 18 mins,677.5
"(39.273889, -97.771983)","(38.8402805, -97.6114237)",40 mins,38.6875
"(39.2783208, -103.5002239)","(19.5380864, -99.0964467)",1 day 3 hours,1610.625
"(39.2783208, -103.5002239)","(27.0273407, -80.4820908)",1 day 3 hours,1873.125
"(39.2783208, -103.5002239)","(30.2265949, -93.2173759)",15 hours 58 mins,1038.125
"(39.2783208, -103.5002239)","(34.0536909, -118.2427666)",16 hours 18 mins,1122.5
"(39.2783208, -103.5002239)","(36.3466619, -119.4204921)",17 hours 38 mins,1213.75
"(39.2783208, -103.5002239)","(38.4733823, -77.9961275)",22 hours 35 mins,1552.5
"(39.2783208, -103.5002239)","(39.100105, -94.5781416)",7 hours 4 mins,506.875
"(39.2783208, -103.5002239)","(40.6503143, -87.6000263)",13 hours 48 mins,961.875
"(39.2783208, -103.5002239)","(40.7606517, -75.404626)",23 hours 52 mins,1626.875
"(39.2783208, -103.5002239)","(47.7673923, -117.354939)",16 hours 59 mins,1191.875
"(39.2860997, -103.2754955)","(27.0273407, -80.4820908)",1 day 3 hours,1860.625
"(39.2860997, -103.2754955)","(27.9477595, -82.458444)",1 day 1 hour,1755.0
"(39.2860997, -103.2754955)","(29.7589382, -95.3676974)",14 hours 8 mins,936.875
"(39.2860997, -103.2754955)","(30.2265949, -93.2173759)",16 hours 1 min,1043.125
"(39.2860997, -103.2754955)","(31.7070026, -98.9831022)",10 hours 37 mins,693.75
"(39.2860997, -103.2754955)","(33.4500497, -112.2593093)",13 hours 7 mins,872.5
"(39.2860997, -103.2754955)","(33.9952013, -118.2275771)",16 hours 32 mins,1137.5
"(39.2860997, -103.2754955)","(34.0536909, -118.2427666)",16 hours 28 mins,1134.375
"(39.2860997, -103.2754955)","(35.0456297, -85.3096801)",16 hours 48 mins,1180.625
"(39.2860997, -103.2754955)","(35.2270869, -80.8431268)",21 hours 9 mins,1458.75
"(39.2860997, -103.2754955)","(35.6056311, -119.2177557)",17 hours 0 mins,1171.25
"(39.2860997, -103.2754955)","(36.3466619, -119.4204921)",17 hours 48 mins,1225.625
"(39.2860997, -103.2754955)","(36.7295295, -119.7088613)",18 hours 18 mins,1257.5
"(39.2860997, -103.2754955)","(37.9396795, -87.8952993)",12 hours 45 mins,896.875
"(39.2860997, -103.2754955)","(38.6268039, -90.1994097)",10 hours 30 mins,741.875
"(39.2860997, -103.2754955)","(38.8906038, -90.1842764)",10 hours 35 mins,747.5
"(39.2860997, -103.2754955)","(39.100105, -94.5781416)",6 hours 53 mins,494.375
"(39.2860997, -103.2754955)","(39.1134562, -94.626497)",6 hours 50 mins,491.875
"(39.2860997, -103.2754955)","(39.503235, -98.542957)",4 hours 6 mins,265.0
"(39.2860997, -103.2754955)","(39.7221906, -86.0894158)",14 hours 2 mins,981.875
"(39.2860997, -103.2754955)","(40.2398118, -76.9199742)",22 hours 5 mins,1520.0
"(39.2860997, -103.2754955)","(40.3246704, -76.0171505)",22 hours 55 mins,1576.25
"(39.2860997, -103.2754955)","(40.6503143, -87.6000263)",13 hours 37 mins,950.0
"(39.2860997, -103.2754955)","(40.7606517, -75.404626)",23 hours 41 mins,1615.0
"(39.2860997, -103.2754955)","(41.7583536, -75.7531275)",1 day 0 hours,1660.0
"(39.2860997, -103.2754955)","(44.0500054, -91.6392294)",12 hours 34 mins,856.25
"(39.2860997, -103.2754955)","(44.4521637, -64.3551639)",1 day 14 hours,2599.375
"(39.2860997, -103.2754955)","(45.7831185, -75.0997632)",1 day 2 hours,1766.875
"(39.2860997, -103.2754955)","(47.7673923, -117.354939)",17 hours 9 mins,1203.75
"(39.2860997, -103.2754955)","(49.583333, -99.45)",14 hours 40 mins,921.25
"(39.2862128, -85.4943058)","(35.2951421, -79.7453164)",8 hours 48 mins,566.25
"(39.2908816, -76.610759)","(43.165548, -89.9129013)",13 hours 36 mins,892.5
"(39.2930463, -103.0671582)","(27.0273407, -80.4820908)",1 day 2 hours,1849.375
"(39.2930463, -103.0671582)","(27.8002542, -97.3955744)",14 hours 40 mins,980.0
"(39.2930463, -103.0671582)","(29.7589382, -95.3676974)",13 hours 58 mins,925.625
"(39.2930463, -103.0671582)","(30.2265949, -93.2173759)",15 hours 51 mins,1031.875
